title,brand,final_price,images_count,weight,rating,reviews_count
How Not To Die: Discover the foods scientifically proven to prevent and reverse disease,by Greger (Author),16.1,2,16.64,4.7,18231
One of Us Is Lying,Karen M. McManus,11,1,20.48,4.6,18479
Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,14.35,1,24.8,4.7,11868
The Girl with the Louding Voice: A Novel,Abi Daré,17.31,1,20.48,4.6,10859
Ready Player Two: A Novel,Ernest Cline,13.18,1,21.44,4.2,32572
Becoming,Michelle Obama,11.89,1,27.2,4.8,117478
A Promised Land,Barack Obama,22.99,1,37.92,4.9,118596
Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump,Michael Cohen,15.95,4,21.76,4.6,30362
Fire & Blood: 300 Years Before A Game of Thrones (A Targaryen History) (A Song of Ice and Fire),George R. R. Martin,24.48,7,41.28,4.6,10519
Malibu Rising: A Novel,Taylor Jenkins Reid,16.8,1,21.76,4.2,22417
The Things We Cannot Say: A Novel,Kelly Rimmer,13.58,2,16.96,4.7,10429
Shuggie Bain: Winner of the Booker Prize 2020,Douglas Stuart,21.59,5,23.68,4.4,25878
"Clanlands: Whisky, Warfare, and a Scottish Adventure Like No Other",Sam Heughan,14.99,1,20.16,4.8,10823
Tall Tales and Wee Stories,Billy Connolly,20.99,2,19.04,4.6,11456
"How to Day Trade for a Living: A Beginner’s Guide to Trading Tools and Tactics, Money Management, Discipline and Trading Psychology (Stock Market Trading and Investing)",Andrew Aziz,15.99,2,17.92,4.6,11205
A Gambling Man (An Archer Novel),David Baldacci,13.99,4,22.72,4.4,21250
The Wish,Nicholas Sparks,14,4,17.12,4.8,13371
Win,Harlan Coben,14.5,1,20,4.4,21961
"Daylight (An Atlee Pine Thriller, 3)",David Baldacci,15.17,4,21.6,4.5,26102
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,17.99,2,17.6,4.8,45758
"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood",Gregg Olsen,20.95,4,20.16,4.4,43355
Devoted,Dean Koontz,12.79,2,20,4.4,17286
Devoted,Dean Koontz,10.99,4,16,4.4,17286
Elsewhere,Dean Koontz,13.29,2,20,4.5,10203
The Other Emily,Dean Koontz,15.99,1,21.12,4.2,11614
West with Giraffes: A Novel,Lynda Rutledge,17.99,1,17.6,4.7,35412
Seven Perfect Things: A Novel,Catherine Ryan Hyde,14.99,1,16,4.5,21626
Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner),Ibram X. Kendi,10.14,2,21.76,4.8,10918
Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,14,2,16.16,4.7,18506
Alexander Hamilton,Ron Chernow,17.99,3,42.24,4.8,17551
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,10.5,7,16.96,4.5,12284
A Christmas Carol (Calla Editions),Charles Dickens,18.61,5,25.6,4.7,12865
Redeeming Love,Francine Rivers,12.78,2,19.84,4.8,13610
Dracula,Bram Stoker,9.97,5,16.8,4.6,10756
"Throne of Glass (Throne of Glass, 1)",Sarah J. Maas,13,3,23.2,4.6,19933
Flour Water Salt Yeast: The Fundamentals of Artisan Bread and Pizza [A Cookbook],Ken Forkish,17.39,8,40.64,4.8,10845
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,11.88,6,22.56,4.7,23240
The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,17.17,3,16.64,4.8,13147
The Crystal Bible (The Crystal Bible Series),Judy Hall,14.95,5,21.76,4.8,10556
"Forks Over Knives―The Cookbook: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",Del Sroufe,11.26,8,27.2,4.5,11851
"The Complete Guide to Fasting: Heal Your Body Through Intermittent, Alternate-Day, and Extended Fasting",Dr. Jason FungJimmy Moore,15.37,4,29.28,4.7,13992
Southern Keto: 100+ Traditional Food Favorites for a Low-Carb Lifestyle,Natasha Newton,15.49,1,33.6,4.7,10714
The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,17.84,2,21.12,4.8,14605
"Crown of Midnight (Throne of Glass, 2)",Sarah J. Maas,10.49,3,16,4.7,13953
"Heir of Fire (Throne of Glass, 3)",Sarah J. Maas,14.79,3,29.44,4.8,13617
"Heir of Fire (Throne of Glass, 3)",Sarah J. Maas,10.49,3,20.8,4.8,13617
"Queen of Shadows (Throne of Glass, 4)",Sarah J. Maas,9.39,4,24,4.8,13843
"Empire of Storms (Throne of Glass, 5)",Sarah J. Maas,10.79,4,26.4,4.8,12840
"Kingdom of Ash (Throne of Glass, 7)",Sarah J. Maas,12.59,2,28.48,4.8,14080
American Marxism,Mark R Levin,16.69,2,18.24,4.9,23204
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,8.97,14,16,4.4,11729
"The Harbinger II: The Return (Harbinger, 2)",Jonathan Cahn,13.6,2,17.6,4.8,14627
BLITZ: Trump Will Smash the Left and Win,David Horowitz,11.15,4,17.6,4.7,10917
"Six of Crows (Six of Crows, 1)",Leigh Bardugo,11.49,3,24.8,4.7,18306
"Crooked Kingdom: A Sequel to Six of Crows (Six of Crows, 2)",Leigh Bardugo,15.51,2,26.56,4.7,15438
Killing Crazy Horse: The Merciless Indian Wars in America (Bill O'Reilly's Killing Series),Bill O'Reilly,15,1,17.92,4.7,12831
"A Court of Thorns and Roses (A Court of Thorns and Roses, 1)",Sarah J. Maas,19.59,2,22.4,4.7,35941
A Court of Mist and Fury (A Court of Thorns and Roses),Sarah J. Maas,14.25,2,17.92,4.9,30741
"A Court of Wings and Ruin (A Court of Thorns and Roses, 3)",Sarah J. Maas,14.94,2,20,4.8,26225
House of Earth and Blood (Crescent City),Sarah J. Maas,12.65,4,28.48,4.7,18287
The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,18.69,1,20.8,4.8,13147
"100 Flowers: An Adult Coloring Book with Bouquets, Wreaths, Swirls, Patterns, Decorations, Inspirational Designs, and Much More!",Jade Summer,9.99,52,22.56,4.7,12747
365 Bedtime Stories and Rhymes,Cottage Door Press,13.49,1,32.96,4.8,10496
Misjudged: A Legal Thriller (Sam Johnstone),James Chandler,13.99,2,16.32,4.3,10381
"A Court of Silver Flames (A Court of Thorns and Roses, 5)",Sarah J. Maas,16.84,4,34.4,4.8,38009
"Tower of Dawn (Throne of Glass, 6)",Sarah J. Maas,6.89,3,24,4.7,10912
"The Deal (Off-Campus, 1)",Elle Kennedy,13.59,2,17.76,4.6,18449
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,9.99,15,18.72,4.7,13897
The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1),Dr. Jason Fung,15.79,3,18.4,4.6,21093
The ONE Thing: The Surprisingly Simple Truth About Extraordinary Results,Gary KellerJay Papasan,17.06,10,18.4,4.7,10391
Jane Eyre (Chiltern Classic),by Charlotte Brontë (Author),20.99,2,32,4.6,14852
Pride and Prejudice (Chiltern Classic),Jane Austen,25,2,22.88,4.6,24978
The Secret Garden (Chiltern Classic),Frances Hodgson Burnett,25,1,16.8,4.7,10041
Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body,Michael Matthews,16.99,1,21.6,4.6,10392
"Wuthering Heights Emily Bronte Classic Novel (Love, Loss and Vengeance, Required Literature), Ribbon Page Marker, Perfect for Gifting","by Emily Bronte (Author), Paper Mill Press (Author)",9.04,4,16.16,4.6,13451
"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Jen Fisch,6.76,11,18.4,4.4,13765
"The Big Book of Organic Baby Food: Baby Purées, Finger Foods, and Toddler Meals For Every Stage (Organic Foods for Baby and Toddler)",Stephanie Middleberg MS RD CDN,13.69,11,24,4.7,10104
"The Atlantis Gene: A Thriller (The Origin Mystery, Book 1)",A.G. Riddle,13.49,3,28.8,4.1,23342
"The Atlantis Plague: A Thriller (The Origin Mystery, Book 2)",A.G. Riddle,11.99,3,23.36,4.4,10215
"The Complete Mediterranean Cookbook Gift Edition: 500 Vibrant, Kitchen-Tested Recipes for Living and Eating Well Every Day",America's Test Kitchen,26.1,4,61.28,4.5,12845
"The Complete Mediterranean Cookbook: 500 Vibrant, Kitchen-Tested Recipes for Living and Eating Well Every Day (The Complete ATK Cookbook Series)",America's Test Kitchen,14.63,8,44.96,4.5,12845
"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",Shannon Roberts,9.95,6,16.48,4.8,36756
Untamed,Glennon Doyle,16.73,4,16.8,4.6,56480
A Kingdom of Flesh and Fire: A Blood and Ash Novel (Blood And Ash Series),Jennifer L. Armentrout,18.28,2,26.08,4.8,27504
The Missing Sister,Lucinda Riley,4.44,4,36.96,4.5,11718
The Crown of Gilded Bones (Blood And Ash Series),Jennifer L. Armentrout,17.9,2,21.44,4.6,21807
The Sentinel: A Jack Reacher Novel,Lee ChildAndrew Child,13,4,20.8,4.3,47883
Better Off Dead A Jack Reacher Novel,Lee Child,17.38,1,20,4.1,17655
A Long Petal of the Sea: A Novel,Isabel Allende,14.04,1,20,4.4,10398
"Prayer Journal for Women: 52 Week Scripture, Devotional, & Guided Prayer Journal",Shannon Roberts,21.78,1,32,4.8,36756
The Skinnytaste Air Fryer Cookbook: The 75 Best Healthy Recipes for Your Air Fryer,Gina Homolka,14.06,4,20.8,4.6,10854
The Push: A Novel,Ashley Audrain,19.69,1,17.6,4.3,18598
The Institute: A Novel,Stephen King,14.96,2,31.2,4.7,28371
It: A Novel,Stephen King,15.98,2,36.8,4.7,20946
Rage,Bob Woodward,10.38,4,24.32,4.6,32791
Think Like a Monk: Train Your Mind for Peace and Purpose Every Day,Jay Shetty,13,4,17.6,4.8,24871
If It Bleeds,Stephen King,13.57,4,25.6,4.7,21075
Life After Death: A Novel,Sister Souljah,16.88,4,17.6,4.0,15284
The Room Where It Happened: A White House Memoir,by John Bolton (Author),12.99,3,27.2,4.3,48992
Live Free Or Die: America (and the World) on the Brink,Sean Hannity,13.99,2,18.4,4.8,23438
The Answer Is . . .: Reflections on My Life,Alex Trebek,14.16,3,20.8,4.8,10616
Enemy at the Gates (20) (A Mitch Rapp Novel),Kyle Mills,14.08,4,18.72,4.6,11384
Billy Summers,Stephen King,15,1,28,4.6,26466
State of Terror: A Novel,Louise PennyHillary Rodham Clinton,15,4,23.2,4.5,11771
Peril,Bob Woodward,15,4,24.8,4.5,12659
My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,17.99,13,29.28,4.6,34157
"VTech Musical Rhymes Book, Pink",VTech,17.99,7,17.76,4.8,18477
