OPEID,Name,SchoolType,Region,Drate
003036,FRANCISCAN UNIVERSITY OF STEUBENVILLE                            ,2,05,1.4
003037,COLLEGE OF WOOSTER (THE)                                         ,2,05,2.4
003039,COLUMBUS COLLEGE OF ART & DESIGN                                 ,2,05,5.9
003040,CUYAHOGA COMMUNITY COLLEGE                                       ,1,05,11.2
003041,DEFIANCE COLLEGE                                                 ,2,05,8.4
003042,DENISON UNIVERSITY                                               ,2,05,0.8
003045,UNIVERSITY OF FINDLAY (THE)                                      ,2,05,2.5
003046,FRANKLIN UNIVERSITY                                              ,2,05,5.0
003048,HEIDELBERG UNIVERSITY                                            ,2,05,6.7
003049,HIRAM COLLEGE                                                    ,2,05,9.1
003050,JOHN CARROLL UNIVERSITY                                          ,2,05,2.1
003051,KENT STATE UNIVERSITY                                            ,1,05,5.8
003065,KENYON COLLEGE                                                   ,2,05,0.5
003066,LAKE ERIE COLLEGE                                                ,2,05,10.1
003068,LORAIN COUNTY COMMUNITY COLLEGE                                  ,1,05,11.7
003069,LOURDES UNIVERSITY                                               ,2,05,8.0
003072,MALONE UNIVERSITY                                                ,2,05,5.5
003073,MARIETTA COLLEGE                                                 ,2,05,5.4
003075,METHODIST THEOLOGICAL SCHOOL IN OHIO                             ,2,05,0.9
003077,MIAMI UNIVERSITY                                                 ,1,05,4.0
003078,WRIGHT STATE UNIVERSITY                                          ,1,05,5.5
003083,UNIVERSITY OF MOUNT UNION                                        ,2,05,3.1
003084,MUSKINGUM UNIVERSITY                                             ,2,05,6.2
003085,NOTRE DAME COLLEGE OF OHIO                                       ,2,05,10.2
003086,OBERLIN COLLEGE                                                  ,2,05,2.0
003089,OHIO NORTHERN UNIVERSITY                                         ,2,05,2.6
003090,OHIO STATE UNIVERSITY (THE)                                      ,1,05,3.6
003100,OHIO UNIVERSITY                                                  ,1,05,5.1
003109,OHIO WESLEYAN UNIVERSITY                                         ,2,05,3.3
003110,OTTERBEIN UNIVERSITY                                             ,2,05,3.6
003113,PONTIFICAL COLLEGE JOSEPHINUM                                    ,2,05,0.0
003114,FIRELANDS REGIONAL MEDICAL CENTER                                ,2,05,6.4
003116,UNIVERSITY OF RIO GRANDE                                         ,2,05,17.9
003119,SINCLAIR COMMUNITY COLLEGE                                       ,1,05,7.6
003121,TIFFIN UNIVERSITY                                                ,2,05,8.0
003122,UNITED THEOLOGICAL SEMINARY                                      ,2,05,7.2
003123,UNIVERSITY OF AKRON (THE)                                        ,1,05,7.4
003125,UNIVERSITY OF CINCINNATI                                         ,1,05,4.7
003127,UNIVERSITY OF DAYTON                                             ,2,05,1.4
003131,UNIVERSITY OF TOLEDO                                             ,1,05,7.0
003134,URSULINE COLLEGE                                                 ,2,05,2.9
003135,WALSH UNIVERSITY                                                 ,2,05,3.9
003141,WILBERFORCE UNIVERSITY                                           ,2,05,31.7
003142,WILMINGTON COLLEGE                                               ,2,05,5.8
003143,WITTENBERG UNIVERSITY                                            ,2,05,5.9
003144,XAVIER UNIVERSITY                                                ,2,05,3.1
003145,YOUNGSTOWN STATE UNIVERSITY                                      ,1,05,7.5
003146,WESTERN OKLAHOMA STATE COLLEGE                                   ,1,06,13.3
003147,BACONE COLLEGE                                                   ,2,06,11.2
003149,SOUTHERN NAZARENE UNIVERSITY                                     ,2,06,4.2
003150,CAMERON UNIVERSITY                                               ,1,06,11.2
003151,OKLAHOMA WESLEYAN UNIVERSITY                                     ,2,06,7.1
003152,UNIVERSITY OF CENTRAL OKLAHOMA                                   ,1,06,8.0
003153,CONNORS STATE COLLEGE                                            ,1,06,7.3
003154,EAST CENTRAL UNIVERSITY                                          ,1,06,6.7
003155,EASTERN OKLAHOMA STATE COLLEGE                                   ,1,06,16.9
003156,REDLANDS COMMUNITY COLLEGE                                       ,1,06,6.3
003157,LANGSTON UNIVERSITY                                              ,1,06,16.3
003158,MURRAY STATE COLLEGE                                             ,1,06,14.8
003160,NORTHEASTERN OKLAHOMA A & M COLLEGE                              ,1,06,9.3
003161,NORTHEASTERN STATE UNIVERSITY                                    ,1,06,3.7
003162,NORTHERN OKLAHOMA COLLEGE                                        ,1,06,6.3
003163,NORTHWESTERN OKLAHOMA STATE UNIVERSITY                           ,1,06,6.2
003164,OKLAHOMA BAPTIST UNIVERSITY                                      ,2,06,4.0
003165,OKLAHOMA CHRISTIAN UNIVERSITY                                    ,2,06,4.8
003166,OKLAHOMA CITY UNIVERSITY                                         ,2,06,2.6
003167,UNIVERSITY OF SCIENCE & ARTS OF OKLAHOMA                         ,1,06,9.2
003168,ROGERS STATE UNIVERSITY                                          ,1,06,4.5
003170,OKLAHOMA STATE UNIVERSITY                                        ,1,06,2.7
003172,OKLAHOMA STATE UNIVERSITY INSTITUTE OF TECHNOLOGY - OKMULGEE     ,1,06,9.6
003174,OKLAHOMA PANHANDLE STATE UNIVERSITY                              ,1,06,8.2
003176,CARL ALBERT STATE COLLEGE                                        ,1,06,10.4
003178,SEMINOLE STATE COLLEGE                                           ,1,06,11.3
003179,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY                           ,1,06,7.0
003180,SOUTHWESTERN CHRISTIAN UNIVERSITY                                ,2,06,17.2
003181,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY                           ,1,06,9.0
003184,UNIVERSITY OF OKLAHOMA                                           ,1,06,3.3
003185,UNIVERSITY OF TULSA (THE)                                        ,2,06,1.5
003186,BLUE MOUNTAIN COMMUNITY COLLEGE                                  ,1,10,7.3
003188,CENTRAL OREGON COMMUNITY COLLEGE                                 ,1,10,11.8
003189,CLATSOP COMMUNITY COLLEGE                                        ,1,10,12.6
003193,EASTERN OREGON UNIVERSITY                                        ,1,10,6.0
003194,GEORGE FOX UNIVERSITY                                            ,2,10,1.6
003196,LANE COMMUNITY COLLEGE                                           ,1,10,13.4
003197,LEWIS & CLARK COLLEGE                                            ,2,10,1.3
003198,LINFIELD UNIVERSITY                                              ,2,10,2.1
003203,MOUNT ANGEL SEMINARY                                             ,2,10,0.0
003204,MOUNT HOOD COMMUNITY COLLEGE                                     ,1,10,13.3
003206,MULTNOMAH UNIVERSITY                                             ,2,10,3.2
003207,PACIFIC NORTHWEST COLLEGE OF ART                                 ,2,10,5.8
003208,BUSHNELL UNIVERSITY                                              ,2,10,4.5
003209,WESTERN OREGON UNIVERSITY                                        ,1,10,5.1
003210,OREGON STATE UNIVERSITY                                          ,1,10,2.8
003211,OREGON INSTITUTE OF TECHNOLOGY                                   ,1,10,2.0
003212,PACIFIC UNIVERSITY                                               ,2,10,1.7
003213,PORTLAND COMMUNITY COLLEGE                                       ,1,10,12.5
003216,PORTLAND STATE UNIVERSITY                                        ,1,10,4.7
003217,REED COLLEGE                                                     ,2,10,2.1
003218,CHEMEKETA COMMUNITY COLLEGE                                      ,1,10,11.1
003219,SOUTHERN OREGON UNIVERSITY                                       ,1,10,6.0
003220,SOUTHWESTERN OREGON COMMUNITY COLLEGE                            ,1,10,10.1
003221,TREASURE VALLEY COMMUNITY COLLEGE                                ,1,10,14.5
003222,UMPQUA COMMUNITY COLLEGE                                         ,1,10,12.5
003223,UNIVERSITY OF OREGON                                             ,1,10,3.1
003224,UNIVERSITY OF PORTLAND                                           ,2,10,0.6
003225,WARNER PACIFIC UNIVERSITY                                        ,2,10,5.8
003227,WILLAMETTE UNIVERSITY                                            ,2,10,0.8
003228,BRYN ATHYN COLLEGE OF THE NEW CHURCH                             ,2,03,5.8
003229,ALBRIGHT COLLEGE                                                 ,2,03,5.1
003230,ALLEGHENY COLLEGE                                                ,2,03,2.6
003231,COMMUNITY COLLEGE OF ALLEGHENY COUNTY                            ,1,03,11.1
003233,ALVERNIA UNIVERSITY                                              ,2,03,5.6
003235,ARCADIA UNIVERSITY                                               ,2,03,3.0
003237,BRYN MAWR COLLEGE                                                ,2,03,1.0
003238,BUCKNELL UNIVERSITY                                              ,2,03,0.8
003239,BUCKS COUNTY COMMUNITY COLLEGE                                   ,1,03,5.1
003240,BUTLER COUNTY COMMUNITY COLLEGE                                  ,1,03,4.4
003241,CABRINI UNIVERSITY                                               ,2,03,7.8
003242,CARNEGIE MELLON UNIVERSITY                                       ,2,03,0.7
003243,CEDAR CREST COLLEGE                                              ,2,03,2.3
003244,CHATHAM UNIVERSITY                                               ,2,03,3.4
003245,CHESTNUT HILL COLLEGE                                            ,2,03,7.5
003247,MISERICORDIA  UNIVERSITY                                         ,2,03,3.3
003249,COMMUNITY COLLEGE OF PHILADELPHIA                                ,1,03,14.2
003251,CURTIS INSTITUTE OF MUSIC                                        ,2,03,7.8
003252,DELAWARE VALLEY UNIVERSITY                                       ,2,03,6.0
003253,DICKINSON COLLEGE                                                ,2,03,1.9
003256,DREXEL UNIVERSITY                                                ,2,03,1.9
003258,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT                           ,2,03,2.3
003259,EASTERN UNIVERSITY                                               ,2,03,5.5
003262,ELIZABETHTOWN COLLEGE                                            ,2,03,2.6
003263,EVANGELICAL THEOLOGICAL SEMINARY                                 ,2,03,3.4
003265,FRANKLIN & MARSHALL COLLEGE                                      ,2,03,1.8
003266,GANNON UNIVERSITY                                                ,2,03,3.1
003267,GENEVA COLLEGE                                                   ,2,03,3.8
003268,GETTYSBURG COLLEGE                                               ,2,03,1.1
003270,GWYNEDD MERCY UNIVERSITY                                         ,2,03,3.6
003272,HARCUM COLLEGE                                                   ,2,03,15.0
003273,HARRISBURG AREA COMMUNITY COLLEGE                                ,1,03,12.2
003274,HAVERFORD COLLEGE                                                ,2,03,0.0
003275,HOLY FAMILY UNIVERSITY                                           ,2,03,4.4
003276,IMMACULATA UNIVERSITY                                            ,2,03,3.5
003277,INDIANA UNIVERSITY OF PENNSYLVANIA                               ,1,03,7.0
003279,JUNIATA COLLEGE                                                  ,2,03,1.8
003280,KEYSTONE COLLEGE                                                 ,2,03,10.7
003282,KINGS COLLEGE                                                    ,2,03,5.3
003283,LACKAWANNA COLLEGE                                               ,2,03,16.7
003284,LAFAYETTE COLLEGE                                                ,2,03,0.3
003285,LANCASTER BIBLE COLLEGE                                          ,2,03,5.1
003286,LANCASTER THEOLOGICAL SEMINARY OF THE UNITED CHURCH OF CHRIST    ,2,03,4.4
003287,LA SALLE UNIVERSITY                                              ,2,03,5.0
003288,LEBANON VALLEY COLLEGE                                           ,2,03,2.2
003289,LEHIGH UNIVERSITY                                                ,2,03,0.7
003290,LINCOLN UNIVERSITY                                               ,1,03,11.2
003291,UNITED LUTHERAN SEMINARY                                         ,2,03,6.5
003293,LYCOMING COLLEGE                                                 ,2,03,3.1
003294,MANOR COLLEGE                                                    ,2,03,17.2
003296,MARYWOOD UNIVERSITY                                              ,2,03,2.6
003297,MERCYHURST UNIVERSITY                                            ,2,03,6.4
003298,MESSIAH UNIVERSITY                                               ,2,03,2.3
003300,MOORE COLLEGE OF ART AND DESIGN                                  ,2,03,7.5
003301,MORAVIAN UNIVERSITY                                              ,2,03,4.3
003302,MOUNT ALOYSIUS COLLEGE                                           ,2,03,5.1
003303,CARLOW UNIVERSITY                                                ,2,03,4.1
003304,MUHLENBERG COLLEGE                                               ,2,03,1.9
003306,UNIVERSITY OF VALLEY FORGE                                       ,2,03,13.8
003309,PEIRCE COLLEGE                                                   ,2,03,9.2
003311,SALUS UNIVERSITY                                                 ,2,03,0.3
003313,WIDENER UNIVERSITY                                               ,2,03,2.6
003315,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA                            ,1,03,5.6
003316,CALIFORNIA UNIVERSITY OF PENNSYLVANIA                            ,1,03,5.9
003317,CHEYNEY UNIVERSITY OF PENNSYLVANIA                               ,1,03,11.3
003318,CLARION UNIVERSITY OF PENNSYLVANIA                               ,1,03,6.6
003320,EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA                      ,1,03,7.9
003321,EDINBORO UNIVERSITY OF PENNSYLVANIA                              ,1,03,5.7
003322,KUTZTOWN UNIVERSITY OF PENNSYLVANIA                              ,1,03,6.3
003323,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA                            ,1,03,7.6
003324,MANSFIELD UNIVERSITY OF PENNSYLVANIA                             ,1,03,8.3
003325,MILLERSVILLE UNIVERSITY OF PENNSYLVANIA                          ,1,03,4.3
003326,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA                          ,1,03,4.8
003327,SLIPPERY ROCK UNIVERSITY                                         ,1,03,4.6
003328,WEST CHESTER UNIVERSITY OF PENNSYLVANIA                          ,1,03,3.4
003329,PENNSYLVANIA STATE UNIVERSITY (THE)                              ,1,03,4.0
003350,UNIVERSITY OF THE ARTS (THE)                                     ,2,03,4.2
003351,CAIRN UNIVERSITY                                                 ,2,03,6.5
003352,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE                     ,2,03,0.2
003353,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA                       ,2,03,1.6
003356,PITTSBURGH THEOLOGICAL SEMINARY                                  ,2,03,9.0
003357,POINT PARK UNIVERSITY                                            ,2,03,4.2
003359,ROBERT MORRIS UNIVERSITY                                         ,2,03,3.7
003360,ROSEMONT COLLEGE                                                 ,2,03,5.0
003362,SETON HILL UNIVERSITY                                            ,2,03,3.9
003364,SAINT CHARLES BORROMEO SEMINARY                                  ,2,03,0.0
003366,SAINT FRANCIS UNIVERSITY                                         ,2,03,4.3
003367,SAINT JOSEPH'S UNIVERSITY                                        ,2,03,2.5
003368,SAINT VINCENT COLLEGE & SEMINARY                                 ,2,03,3.9
003369,SUSQUEHANNA UNIVERSITY                                           ,2,03,3.3
003370,SWARTHMORE COLLEGE                                               ,2,03,0.7
003371,TEMPLE UNIVERSITY                                                ,1,03,3.5
003375,THEOLOGICAL SEMINARY REFORMED EPISCOPAL CHURCH                   ,2,03,0.0
003376,THIEL COLLEGE                                                    ,2,03,10.3
003378,UNIVERSITY OF PENNSYLVANIA                                       ,2,03,0.9
003379,UNIVERSITY OF PITTSBURGH                                         ,1,03,2.9
003384,UNIVERSITY OF SCRANTON                                           ,2,03,1.5
003385,URSINUS COLLEGE                                                  ,2,03,2.5
003386,VALLEY FORGE MILITARY COLLEGE                                    ,2,03,24.6
003388,VILLANOVA UNIVERSITY                                             ,2,03,0.9
003389,WASHINGTON AND JEFFERSON COLLEGE                                 ,2,03,1.7
003391,WAYNESBURG UNIVERSITY                                            ,2,03,3.8
003392,WESTMINSTER COLLEGE                                              ,2,03,4.0
003393,WESTMINSTER THEOLOGICAL SEMINARY                                 ,2,03,0.0
003394,WILKES UNIVERSITY                                                ,2,03,3.5
003395,PENNSYLVANIA COLLEGE OF TECHNOLOGY                               ,1,03,7.1
003396,WILSON COLLEGE                                                   ,2,03,3.7
003399,YORK COLLEGE OF PENNSYLVANIA                                     ,2,03,3.4
003401,BROWN UNIVERSITY                                                 ,2,01,0.8
003402,BRYANT UNIVERSITY                                                ,2,01,0.9
003404,JOHNSON & WALES UNIVERSITY                                       ,2,01,6.5
003406,PROVIDENCE COLLEGE                                               ,2,01,1.8
003407,RHODE ISLAND COLLEGE                                             ,1,01,7.5
003408,COMMUNITY COLLEGE OF RHODE ISLAND                                ,1,01,10.7
003409,RHODE ISLAND SCHOOL OF DESIGN                                    ,2,01,2.3
003410,ROGER WILLIAMS UNIVERSITY                                        ,2,01,3.7
003411,SALVE REGINA UNIVERSITY                                          ,2,01,1.4
003414,UNIVERSITY OF RHODE ISLAND                                       ,1,01,4.3
003417,ALLEN UNIVERSITY                                                 ,2,04,21.8
003418,ANDERSON UNIVERSITY                                              ,2,04,4.5
003419,CHARLESTON SOUTHERN UNIVERSITY                                   ,2,04,7.1
003420,BENEDICT COLLEGE                                                 ,2,04,28.2
003421,BOB JONES UNIVERSITY                                             ,3,04,1.6
003422,SOUTHERN WESLEYAN UNIVERSITY                                     ,2,04,7.1
003423,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA                  ",1,04,3.1
003424,CLAFLIN UNIVERSITY                                               ,2,04,7.3
003425,CLEMSON UNIVERSITY                                               ,1,04,1.7
003426,UNIVERSITY OF SOUTH CAROLINA - SUMTER                            ,1,04,9.2
003427,COKER UNIVERSITY                                                 ,2,04,11.3
003428,COLLEGE OF CHARLESTON                                            ,1,04,4.1
003429,COLUMBIA INTERNATIONAL UNIVERSITY                                ,2,04,4.3
003430,COLUMBIA COLLEGE                                                 ,2,04,6.0
003431,CONVERSE UNIVERSITY                                              ,2,04,6.7
003432,ERSKINE COLLEGE                                                  ,2,04,6.0
003434,FURMAN UNIVERSITY                                                ,2,04,2.2
003435,LANDER UNIVERSITY                                                ,1,04,9.3
003436,LIMESTONE UNIVERSITY                                             ,2,04,10.5
003438,MEDICAL UNIVERSITY OF SOUTH CAROLINA                             ,1,04,1.1
003439,MORRIS COLLEGE                                                   ,2,04,10.7
003440,NEWBERRY COLLEGE                                                 ,2,04,11.3
003441,NORTH GREENVILLE UNIVERSITY                                      ,2,04,5.0
003445,PRESBYTERIAN COLLEGE                                             ,2,04,3.9
003446,SOUTH CAROLINA STATE UNIVERSITY                                  ,1,04,19.9
003447,SPARTANBURG METHODIST COLLEGE                                    ,2,04,16.3
003448,UNIVERSITY OF SOUTH CAROLINA - COLUMBIA                          ,1,04,3.1
003449,UNIVERSITY OF SOUTH CAROLINA - AIKEN                             ,1,04,6.3
003450,UNIVERSITY OF SOUTH CAROLINA - BEAUFORT                          ,1,04,8.0
003451,COASTAL CAROLINA UNIVERSITY                                      ,1,04,8.1
003453,UNIVERSITY OF SOUTH CAROLINA - LANCASTER                         ,1,04,13.0
003454,UNIVERSITY OF SOUTH CAROLINA - SALKEHATCHIE                      ,1,04,22.8
003455,VOORHEES COLLEGE                                                 ,2,04,24.3
003456,WINTHROP UNIVERSITY                                              ,1,04,6.5
003457,WOFFORD COLLEGE                                                  ,2,04,0.7
003458,AUGUSTANA UNIVERSITY                                             ,2,08,1.7
003459,BLACK HILLS STATE UNIVERSITY                                     ,1,08,8.6
003461,DAKOTA WESLEYAN UNIVERSITY                                       ,2,08,5.0
003463,DAKOTA STATE UNIVERSITY                                          ,1,08,5.8
003465,MOUNT MARTY UNIVERSITY                                           ,2,08,3.3
003466,NORTHERN STATE UNIVERSITY                                        ,1,08,4.7
003467,PRESENTATION COLLEGE                                             ,2,08,6.5
003469,UNIVERSITY OF SIOUX FALLS                                        ,2,08,2.3
003470,SOUTH DAKOTA SCHOOL OF MINES & TECHNOLOGY                        ,1,08,3.7
003471,SOUTH DAKOTA STATE UNIVERSITY                                    ,1,08,2.7
003474,UNIVERSITY OF SOUTH DAKOTA                                       ,1,08,3.1
003478,AUSTIN PEAY STATE UNIVERSITY                                     ,1,04,10.4
003479,BELMONT UNIVERSITY                                               ,2,04,2.5
003480,BETHEL UNIVERSITY                                                ,2,04,9.8
003481,CARSON - NEWMAN UNIVERSITY                                       ,2,04,4.9
003482,CHRISTIAN BROTHERS UNIVERSITY                                    ,2,04,6.9
003483,COLUMBIA STATE COMMUNITY COLLEGE                                 ,1,04,9.8
003484,COVENANT COLLEGE                                                 ,2,04,0.8
003485,CUMBERLAND UNIVERSITY                                            ,2,04,6.7
003486,LIPSCOMB UNIVERSITY                                              ,2,04,2.9
003487,EAST TENNESSEE STATE UNIVERSITY                                  ,1,04,7.5
003490,FISK UNIVERSITY                                                  ,2,04,12.3
003492,FREED HARDEMAN UNIVERSITY                                        ,2,04,3.1
003495,JOHNSON UNIVERSITY                                               ,2,04,3.5
003496,KING UNIVERSITY                                                  ,2,04,4.7
003499,LANE COLLEGE                                                     ,2,04,34.5
003500,LEE UNIVERSITY                                                   ,2,04,4.5
003501,LEMOYNE - OWEN COLLEGE                                           ,2,04,14.8
003502,LINCOLN MEMORIAL UNIVERSITY                                      ,2,04,3.7
003504,MARTIN METHODIST COLLEGE                                         ,2,04,12.8
003505,MARYVILLE COLLEGE                                                ,2,04,6.2
003506,MEHARRY MEDICAL COLLEGE                                          ,2,04,1.3
003509,UNIVERSITY OF MEMPHIS (THE)                                      ,1,04,9.3
003510,MIDDLE TENNESSEE STATE UNIVERSITY                                ,1,04,7.6
003511,MILLIGAN UNIVERSITY                                              ,2,04,3.2
003517,SOUTHERN COLLEGE OF OPTOMETRY                                    ,2,04,0.0
003518,SOUTHERN ADVENTIST UNIVERSITY                                    ,2,04,4.5
003519,RHODES COLLEGE                                                   ,2,04,3.1
003522,TENNESSEE STATE UNIVERSITY                                       ,1,04,11.4
003523,TENNESSEE TECHNOLOGICAL UNIVERSITY                               ,1,04,4.1
003525,TENNESSEE WESLEYAN UNIVERSITY                                    ,2,04,7.7
003526,TREVECCA NAZARENE UNIVERSITY                                     ,2,04,5.9
003527,TUSCULUM UNIVERSITY                                              ,2,04,12.1
003528,UNION UNIVERSITY                                                 ,2,04,4.3
003529,UNIVERSITY OF TENNESSEE - CHATTANOOGA                            ,1,04,5.7
003530,UNIVERSITY OF TENNESSEE                                          ,1,04,3.1
003531,UNIVERSITY OF TENNESSEE - MARTIN                                 ,1,04,6.7
003534,UNIVERSITY OF THE SOUTH (THE)                                    ,2,04,2.0
003535,VANDERBILT UNIVERSITY                                            ,2,04,0.9
003536,BRYAN COLLEGE                                                    ,2,04,3.0
003537,ABILENE CHRISTIAN UNIVERSITY                                     ,2,06,4.2
003539,ALVIN COMMUNITY COLLEGE                                          ,1,06,14.7
003540,AMARILLO COLLEGE                                                 ,1,06,10.3
003541,ANGELO STATE UNIVERSITY                                          ,1,06,9.5
003543,AUSTIN COLLEGE                                                   ,2,06,6.4
003544,AUSTIN PRESBYTERIAN THEOLOGICAL SEMINARY                         ,2,06,6.0
003545,BAYLOR UNIVERSITY                                                ,2,06,2.2
003546,COASTAL BEND COLLEGE                                             ,1,06,10.1
003549,BLINN COLLEGE                                                    ,1,06,12.0
003553,CISCO COLLEGE                                                    ,1,06,11.2
003554,CLARENDON COLLEGE                                                ,1,06,5.5
003556,COMMONWEALTH INSTITUTE OF FUNERAL SERVICE                        ,2,06,4.8
003557,CONCORDIA UNIVERSITY TEXAS                                       ,2,06,7.2
003558,NORTH CENTRAL TEXAS COLLEGE                                      ,1,06,12.6
003560,DALLAS BAPTIST UNIVERSITY                                        ,2,06,5.6
003562,DALLAS THEOLOGICAL SEMINARY                                      ,2,06,0.7
003563,DEL MAR COLLEGE                                                  ,1,06,16.1
003564,EAST TEXAS BAPTIST UNIVERSITY                                    ,2,06,6.2
003565,TEXAS A&M UNIVERSITY - COMMERCE                                  ,1,06,8.8
003566,EPISCOPAL THEOLOGICAL SEMINARY OF THE SOUTHWEST (THE)            ,2,06,0.0
003568,FRANK PHILLIPS COLLEGE                                           ,1,06,16.2
003570,GRAYSON COLLEGE                                                  ,1,06,11.9
003571,HARDIN-SIMMONS UNIVERSITY                                        ,2,06,6.1
003572,TRINITY VALLEY COMMUNITY COLLEGE                                 ,1,06,17.1
003573,HILL COLLEGE                                                     ,1,06,7.6
003574,HOWARD COUNTY JUNIOR COLLEGE DISTRICT                            ,1,06,10.4
003575,HOWARD PAYNE UNIVERSITY                                          ,2,06,9.4
003576,HOUSTON BAPTIST UNIVERSITY                                       ,2,06,6.1
003577,HUSTON - TILLOTSON UNIVERSITY                                    ,2,06,12.6
003578,UNIVERSITY OF THE INCARNATE WORD                                 ,2,06,5.0
003579,JACKSONVILLE COLLEGE                                             ,2,06,34.5
003580,KILGORE COLLEGE                                                  ,1,06,15.1
003581,LAMAR UNIVERSITY                                                 ,1,06,4.3
003582,LAREDO COLLEGE                                                   ,1,06,7.6
003583,LEE COLLEGE                                                      ,1,06,9.7
003584,LETOURNEAU UNIVERSITY                                            ,2,06,5.7
003586,LUBBOCK CHRISTIAN UNIVERSITY                                     ,2,06,7.3
003588,UNIVERSITY OF MARY HARDIN-BAYLOR                                 ,2,06,5.1
003590,MCLENNAN COMMUNITY COLLEGE                                       ,1,06,14.3
003591,MCMURRY UNIVERSITY                                               ,2,06,11.7
003592,MIDWESTERN STATE UNIVERSITY                                      ,1,06,7.7
003593,NAVARRO COLLEGE                                                  ,1,06,18.0
003594,UNIVERSITY OF NORTH TEXAS                                        ,1,06,5.8
003595,OBLATE SCHOOL OF THEOLOGY                                        ,2,06,0.0
003596,ODESSA COLLEGE                                                   ,1,06,15.7
003598,OUR LADY OF THE LAKE UNIVERSITY                                  ,2,06,5.7
003599,UNIVERSITY OF TEXAS RIO GRANDE VALLEY                            ,1,06,0.7
003600,PANOLA COLLEGE                                                   ,1,06,5.7
003601,PARIS JUNIOR COLLEGE                                             ,1,06,6.3
003602,PAUL QUINN COLLEGE                                               ,2,06,25.6
003603,RANGER COLLEGE                                                   ,1,06,15.0
003604,WILLIAM MARSHALL RICE UNIVERSITY                                 ,2,06,0.2
003606,SAM HOUSTON STATE UNIVERSITY                                     ,1,06,6.2
003608,SAINT PHILIP'S COLLEGE                                           ,1,06,8.6
003609,SAN JACINTO COMMUNITY COLLEGE DISTRICT                           ,1,06,10.1
003610,SCHREINER UNIVERSITY                                             ,2,06,7.0
003611,SOUTH PLAINS COLLEGE                                             ,1,06,10.6
003612,UNIVERSITY OF HOUSTON - DOWNTOWN                                 ,1,06,4.3
003613,SOUTHERN METHODIST UNIVERSITY                                    ,2,06,2.1
003614,SOUTHWEST TEXAS JUNIOR COLLEGE                                   ,1,06,15.4
003615,TEXAS STATE UNIVERSITY                                           ,1,06,5.2
003616,SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY                        ,2,06,10.8
003618,SOUTHWESTERN CHRISTIAN COLLEGE                                   ,2,06,30.1
003619,SOUTHWESTERN ADVENTIST UNIVERSITY                                ,2,06,7.4
003620,SOUTHWESTERN UNIVERSITY                                          ,2,06,4.5
003621,ST. EDWARD'S UNIVERSITY                                          ,2,06,4.8
003623,ST. MARY'S UNIVERSITY                                            ,2,06,5.0
003624,STEPHEN F AUSTIN STATE UNIVERSITY                                ,1,06,7.4
003625,SUL ROSS STATE UNIVERSITY                                        ,1,06,11.6
003626,TARRANT COUNTY COLLEGE DISTRICT                                  ,1,06,14.4
003627,TEMPLE COLLEGE                                                   ,1,06,12.1
003628,TEXARKANA COLLEGE                                                ,1,06,17.6
003630,PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY                ,1,06,10.6
003631,TARLETON STATE UNIVERSITY                                        ,1,06,7.2
003632,TEXAS A&M UNIVERSITY                                             ,1,06,2.2
003634,TEXAS STATE TECHNICAL COLLEGE                                    ,1,06,6.7
003635,TEXAS CHIROPRACTIC COLLEGE                                       ,2,06,0.0
003636,TEXAS CHRISTIAN UNIVERSITY                                       ,2,06,2.7
003637,JARVIS CHRISTIAN COLLEGE                                         ,2,06,13.0
003638,TEXAS COLLEGE                                                    ,2,06,13.1
003639,TEXAS A&M UNIVERSITY - KINGSVILLE                                ,1,06,6.3
003641,TEXAS LUTHERAN UNIVERSITY                                        ,2,06,5.2
003642,TEXAS SOUTHERN UNIVERSITY                                        ,1,06,8.1
003644,TEXAS TECH UNIVERSITY                                            ,1,06,4.5
003645,TEXAS WESLEYAN UNIVERSITY                                        ,2,06,6.0
003646,TEXAS WOMAN'S UNIVERSITY                                         ,1,06,5.1
003647,TRINITY UNIVERSITY                                               ,2,06,2.0
003648,TYLER JUNIOR COLLEGE                                             ,1,06,19.2
003651,UNIVERSITY OF DALLAS                                             ,2,06,2.3
003652,UNIVERSITY OF HOUSTON                                            ,1,06,4.4
003654,UNIVERSITY OF SAINT THOMAS                                       ,2,06,3.7
003656,UNIVERSITY OF TEXAS AT ARLINGTON                                 ,1,06,4.6
003658,UNIVERSITY OF TEXAS AT AUSTIN                                    ,1,06,2.3
003659,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO         ,1,06,0.5
003661,UNIVERSITY OF TEXAS AT EL PASO                                   ,1,06,7.1
003662,VICTORIA COLLEGE                                                 ,1,06,11.4
