OPEID,Name,SchoolType,Region,Drate
3549,BLINN COLLEGE                                                    ,1,6,12
3553,CISCO COLLEGE                                                    ,1,6,11.2
3554,CLARENDON COLLEGE                                                ,1,6,5.5
3558,NORTH CENTRAL TEXAS COLLEGE                                      ,1,6,12.6
3563,DEL MAR COLLEGE                                                  ,1,6,16.1
3565,TEXAS A&M UNIVERSITY - COMMERCE                                  ,1,6,8.8
3568,FRANK PHILLIPS COLLEGE                                           ,1,6,16.2
3570,GRAYSON COLLEGE                                                  ,1,6,11.9
3572,TRINITY VALLEY COMMUNITY COLLEGE                                 ,1,6,17.1
3573,HILL COLLEGE                                                     ,1,6,7.6
3574,HOWARD COUNTY JUNIOR COLLEGE DISTRICT                            ,1,6,10.4
3580,KILGORE COLLEGE                                                  ,1,6,15.1
3581,LAMAR UNIVERSITY                                                 ,1,6,4.3
3582,LAREDO COLLEGE                                                   ,1,6,7.6
3583,LEE COLLEGE                                                      ,1,6,9.7
3590,MCLENNAN COMMUNITY COLLEGE                                       ,1,6,14.3
3592,MIDWESTERN STATE UNIVERSITY                                      ,1,6,7.7
3593,NAVARRO COLLEGE                                                  ,1,6,18
3594,UNIVERSITY OF NORTH TEXAS                                        ,1,6,5.8
3596,ODESSA COLLEGE                                                   ,1,6,15.7
3599,UNIVERSITY OF TEXAS RIO GRANDE VALLEY                            ,1,6,0.7
3600,PANOLA COLLEGE                                                   ,1,6,5.7
3601,PARIS JUNIOR COLLEGE                                             ,1,6,6.3
3603,RANGER COLLEGE                                                   ,1,6,15
3606,SAM HOUSTON STATE UNIVERSITY                                     ,1,6,6.2
3608,SAINT PHILIP'S COLLEGE                                           ,1,6,8.6
3609,SAN JACINTO COMMUNITY COLLEGE DISTRICT                           ,1,6,10.1
3611,SOUTH PLAINS COLLEGE                                             ,1,6,10.6
3612,UNIVERSITY OF HOUSTON - DOWNTOWN                                 ,1,6,4.3
3614,SOUTHWEST TEXAS JUNIOR COLLEGE                                   ,1,6,15.4
3615,TEXAS STATE UNIVERSITY                                           ,1,6,5.2
3624,STEPHEN F AUSTIN STATE UNIVERSITY                                ,1,6,7.4
3625,SUL ROSS STATE UNIVERSITY                                        ,1,6,11.6
3626,TARRANT COUNTY COLLEGE DISTRICT                                  ,1,6,14.4
3627,TEMPLE COLLEGE                                                   ,1,6,12.1
3628,TEXARKANA COLLEGE                                                ,1,6,17.6
3630,PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY                ,1,6,10.6
3631,TARLETON STATE UNIVERSITY                                        ,1,6,7.2
3632,TEXAS A&M UNIVERSITY                                             ,1,6,2.2
3634,TEXAS STATE TECHNICAL COLLEGE                                    ,1,6,6.7
3639,TEXAS A&M UNIVERSITY - KINGSVILLE                                ,1,6,6.3
3642,TEXAS SOUTHERN UNIVERSITY                                        ,1,6,8.1
3644,TEXAS TECH UNIVERSITY                                            ,1,6,4.5
3646,TEXAS WOMAN'S UNIVERSITY                                         ,1,6,5.1
3648,TYLER JUNIOR COLLEGE                                             ,1,6,19.2
3652,UNIVERSITY OF HOUSTON                                            ,1,6,4.4
3656,UNIVERSITY OF TEXAS AT ARLINGTON                                 ,1,6,4.6
3658,UNIVERSITY OF TEXAS AT AUSTIN                                    ,1,6,2.3
3659,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO         ,1,6,0.5
3661,UNIVERSITY OF TEXAS AT EL PASO                                   ,1,6,7.1
3662,VICTORIA COLLEGE                                                 ,1,6,11.4
3664,WEATHERFORD COLLEGE                                              ,1,6,5.7
3665,WEST TEXAS A&M UNIVERSITY                                        ,1,6,6.4
3668,WHARTON COUNTY JUNIOR COLLEGE                                    ,1,6,9.1
3671,DIXIE STATE UNIVERSITY                                           ,1,8,8.3
3675,UNIVERSITY OF UTAH                                               ,1,8,1.7
3677,UTAH STATE UNIVERSITY                                            ,1,8,3.6
3678,SOUTHERN UTAH UNIVERSITY                                         ,1,8,4.5
3679,SNOW COLLEGE                                                     ,1,8,8.7
3680,WEBER STATE UNIVERSITY                                           ,1,8,4.1
3683,CASTLETON UNIVERSITY                                             ,1,1,5.7
3688,NORTHERN VERMONT UNIVERSITY                                      ,1,1,5.2
3696,UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE             ,1,1,1.7
3698,VERMONT TECHNICAL COLLEGE                                        ,1,1,7
3705,COLLEGE OF WILLIAM & MARY                                        ,1,3,0.7
3706,CHRISTOPHER NEWPORT UNIVERSITY                                   ,1,3,0.9
3707,RICHARD BLAND COLLEGE                                            ,1,3,15.4
3712,TIDEWATER COMMUNITY COLLEGE                                      ,1,3,14.1
3719,LONGWOOD UNIVERSITY                                              ,1,3,3.2
3721,JAMES MADISON UNIVERSITY                                         ,1,3,2
3727,NORTHERN VIRGINIA COMMUNITY COLLEGE                              ,1,3,8.4
3728,OLD DOMINION UNIVERSITY                                          ,1,3,5.9
3732,RADFORD UNIVERSITY                                               ,1,3,5.3
3735,VIRGINIA COMMONWEALTH UNIVERSITY                                 ,1,3,2.6
3745,UNIVERSITY OF VIRGINIA                                           ,1,3,0.7
3746,UNIVERSITY OF MARY WASHINGTON                                    ,1,3,2.7
3747,UNIVERSITY OF VIRGINIA'S COLLEGE AT WISE (THE)                   ,1,3,9.1
3749,GEORGE MASON UNIVERSITY                                          ,1,3,2.5
3753,VIRGINIA MILITARY INSTITUTE                                      ,1,3,1.6
3754,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY                ,1,3,1.2
3758,DANVILLE COMMUNITY COLLEGE                                       ,1,3,12
3759,J SARGEANT REYNOLDS COMMUNITY COLLEGE                            ,1,3,10.9
3760,VIRGINIA WESTERN COMMUNITY COLLEGE                               ,1,3,10.5
3761,WYTHEVILLE COMMUNITY COLLEGE                                     ,1,3,10.7
3764,VIRGINIA STATE UNIVERSITY                                        ,1,3,13
3765,NORFOLK STATE UNIVERSITY                                         ,1,3,11.5
3769,BELLEVUE COLLEGE                                                 ,1,10,5.3
3770,BIG BEND COMMUNITY COLLEGE                                       ,1,10,11
3771,CENTRAL WASHINGTON UNIVERSITY                                    ,1,10,5.2
3773,CLARK COLLEGE                                                    ,1,10,8.8
3774,COLUMBIA BASIN COLLEGE                                           ,1,10,6.4
3775,EASTERN WASHINGTON UNIVERSITY                                    ,1,10,4
3776,EVERETT COMMUNITY COLLEGE                                        ,1,10,7.1
3779,GRAYS HARBOR COLLEGE                                             ,1,10,18.8
3780,GREEN RIVER COLLEGE                                              ,1,10,11
3781,HIGHLINE COLLEGE                                                 ,1,10,7
3782,LOWER COLUMBIA COLLEGE                                           ,1,10,15.1
3784,OLYMPIC COLLEGE                                                  ,1,10,13.3
3786,PENINSULA COLLEGE                                                ,1,10,12.6
3787,SEATTLE CENTRAL COLLEGE                                          ,1,10,10.9
3791,SHORELINE COMMUNITY COLLEGE                                      ,1,10,13.2
3792,SKAGIT VALLEY COLLEGE                                            ,1,10,11.1
3793,SPOKANE COMMUNITY COLLEGE                                        ,1,10,10.4
3796,TACOMA COMMUNITY COLLEGE                                         ,1,10,9.6
3798,UNIVERSITY OF WASHINGTON - SEATTLE                               ,1,10,2.1
3800,WASHINGTON STATE UNIVERSITY                                      ,1,10,3.3
3801,WENATCHEE VALLEY COLLEGE                                         ,1,10,9.4
3802,WESTERN WASHINGTON UNIVERSITY                                    ,1,10,1.7
3805,YAKIMA VALLEY COLLEGE                                            ,1,10,10.9
3809,BLUEFIELD STATE COLLEGE                                          ,1,3,11.4
3810,CONCORD UNIVERSITY                                               ,1,3,11.3
3812,FAIRMONT STATE UNIVERSITY                                        ,1,3,9.9
3813,GLENVILLE STATE COLLEGE                                          ,1,3,19.1
3815,MARSHALL UNIVERSITY                                              ,1,3,7.8
3816,SOUTHERN WEST VIRGINIA COMMUNITY AND TECHNICAL COLLEGE           ,1,3,26.8
3822,SHEPHERD UNIVERSITY                                              ,1,3,6.7
3823,WEST LIBERTY UNIVERSITY                                          ,1,3,6.1
3826,WEST VIRGINIA STATE UNIVERSITY                                   ,1,3,12.8
3827,WEST VIRGINIA UNIVERSITY                                         ,1,3,6.5
3828,WEST VIRGINIA UNIVERSITY - PARKERSBURG                           ,1,3,13.1
3840,WESTERN TECHNICAL COLLEGE                                        ,1,5,8.7
3866,MILWAUKEE AREA TECHNICAL COLLEGE                                 ,1,5,14.3
3895,UNIVERSITY OF WISCONSIN - MADISON                                ,1,5,0.9
3896,UNIVERSITY OF WISCONSIN - MILWAUKEE                              ,1,5,6.2
3899,UNIVERSITY OF WISCONSIN - GREEN BAY                              ,1,5,6.1
3915,UNIVERSITY OF WISCONSIN - STOUT                                  ,1,5,2.9
3917,UNIVERSITY OF WISCONSIN - EAU CLAIRE                             ,1,5,5.1
3919,UNIVERSITY OF WISCONSIN - LACROSSE                               ,1,5,1.5
3920,UNIVERSITY OF WISCONSIN - OSHKOSH                                ,1,5,5.4
3921,UNIVERSITY OF WISCONSIN - PLATTEVILLE                            ,1,5,5.4
3923,UNIVERSITY OF WISCONSIN - RIVER FALLS                            ,1,5,3
3924,UNIVERSITY OF WISCONSIN - STEVENS POINT                          ,1,5,5.3
3925,UNIVERSITY OF WISCONSIN - SUPERIOR                               ,1,5,5.9
3926,UNIVERSITY OF WISCONSIN - WHITEWATER                             ,1,5,5.4
3928,CASPER COLLEGE                                                   ,1,8,12.7
3929,EASTERN WYOMING COLLEGE                                          ,1,8,7.2
3930,NORTHERN WYOMING COMMUNITY COLLEGE DISTRICT                      ,1,8,14.2
3931,NORTHWEST COLLEGE                                                ,1,8,12.3
3932,UNIVERSITY OF WYOMING                                            ,1,8,3.5
3933,WESTERN WYOMING COMMUNITY COLLEGE                                ,1,8,11.2
3935,UNIVERSITY OF GUAM                                               ,1,9,10.1
3942,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION               ,1,2,5.2
3943,UNIVERSITY OF PUERTO RICO - HUMACAO UNIVERSITY COLLEGE           ,1,2,6.4
3944,UNIVERSITY OF PUERTO RICO - MAYAGUEZ                             ,1,2,4.4
3946,UNIVERSITY OF THE VIRGIN ISLANDS                                 ,1,2,9.8
3947,"UNIVERSITY OF CALIFORNIA, HASTINGS COLLEGE OF THE LAW            ",1,9,2.1
3954,UNIVERSITY OF CENTRAL FLORIDA                                    ,1,4,3.7
3955,UNIVERSITY OF WEST FLORIDA (THE)                                 ,1,4,5.2
3956,DALTON STATE COLLEGE                                             ,1,4,8.1
3961,HARPER COLLEGE                                                   ,1,5,7.8
3969,UNIVERSITY OF MINNESOTA - TWIN CITIES                            ,1,5,1.7
3981,UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS                  ,1,4,3.4
3990,FLORENCE - DARLINGTON TECHNICAL COLLEGE                          ,1,4,14
3991,GREENVILLE TECHNICAL COLLEGE                                     ,1,4,13.3
3992,PIEDMONT TECHNICAL COLLEGE                                       ,1,4,17.1
3993,MIDLANDS TECHNICAL COLLEGE                                       ,1,4,10
3994,SPARTANBURG COMMUNITY COLLEGE                                    ,1,4,12.1
3995,CENTRAL CAROLINA TECHNICAL COLLEGE                               ,1,4,15.4
3996,YORK TECHNICAL COLLEGE                                           ,1,4,12.9
3998,CHATTANOOGA STATE COMMUNITY COLLEGE                              ,1,4,13.3
3999,CLEVELAND STATE COMMUNITY COLLEGE                                ,1,4,14.7
4003,CENTRAL TEXAS COLLEGE DISTRICT                                   ,1,6,12.3
4004,JOHN TYLER COMMUNITY COLLEGE                                     ,1,3,8.8
4007,MADISON AREA TECHNICAL COLLEGE                                   ,1,5,6.5
4009,MESABI RANGE COLLEGE                                             ,1,5,14.4
4024,GEORGIA NORTHWESTERN TECHNICAL COLLEGE                           ,1,4,11.6
4027,UTAH VALLEY UNIVERSITY                                           ,1,8,4.4
4033,ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE                   ,1,4,12.7
4062,PITT COMMUNITY COLLEGE                                           ,1,4,14.7
4069,UNIVERSITY OF MINNESOTA - CROOKSTON                              ,1,5,5.3
4075,EASTERN IOWA COMMUNITY COLLEGE DISTRICT                          ,1,7,9.1
4076,KIRKWOOD COMMUNITY COLLEGE                                       ,1,7,12.3
4117,GRADY HEALTH SYSTEM                                              ,1,4,0
4452,MONTGOMERY COUNTY COMMUNITY COLLEGE                              ,1,3,10.7
4453,DALLAS COLLEGE                                                   ,1,6,12.5
4480,DE ANZA COMMUNITY COLLEGE                                        ,1,9,12.4
4481,OHLONE COLLEGE                                                   ,1,9,7.2
4502,CITY COLLEGE OF SAN FRANCISCO                                    ,1,9,10.9
4506,COLORADO MOUNTAIN COLLEGE                                        ,1,8,10.5
4508,UNIVERSITY OF COLORADO DENVER                                    ,1,8,2.8
4509,UNIVERSITY OF COLORADO COLORADO SPRINGS                          ,1,8,4.3
4513,HOUSATONIC COMMUNITY COLLEGE                                     ,1,1,8.3
4549,LEEWARD COMMUNITY COLLEGE                                        ,1,9,11
4586,PURDUE UNIVERSITY GLOBAL                                         ,1,5,9.5
4587,NORTHEAST IOWA COMMUNITY COLLEGE                                 ,1,7,8.7
4595,HAWKEYE COMMUNITY COLLEGE                                        ,1,7,10.5
4598,IOWA WESTERN COMMUNITY COLLEGE                                   ,1,7,8.9
4600,NORTHWEST IOWA COMMUNITY COLLEGE                                 ,1,7,2.8
4608,BARTON COUNTY COMMUNITY COLLEGE                                  ,1,7,10.4
4625,DELGADO COMMUNITY COLLEGE                                        ,1,6,16.3
4669,UPPER CAPE COD REGIONAL TECHNICAL SCHOOL                         ,1,1,3.8
4711,STATE TECHNICAL COLLEGE OF MISSOURI                              ,1,7,4.9
4713,THREE RIVERS COLLEGE                                             ,1,7,17.2
4736,BERGEN COMMUNITY COLLEGE                                         ,1,2,9.8
4740,MERCER COUNTY COMMUNITY COLLEGE                                  ,1,2,10
4742,CENTRAL NEW MEXICO COMMUNITY COLLEGE                             ,1,6,14.2
4743,CLOVIS COMMUNITY COLLEGE                                         ,1,6,4.3
4759,CUNY YORK COLLEGE                                                ,1,2,4.9
4765,CUNY GRADUATE SCHOOL & UNIVERSITY CENTER                         ,1,2,3.9
4788,HERKIMER COUNTY COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLL,1,2,19
4835,CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE                 ,1,4,5.4
4838,GUILFORD TECHNICAL COMMUNITY COLLEGE                             ,1,4,15.1
4844,WAKE TECHNICAL COMMUNITY COLLEGE                                 ,1,4,11.6
4845,WILSON COMMUNITY COLLEGE                                         ,1,4,14.7
4852,CLARK STATE COLLEGE                                              ,1,5,11.6
4878,CLACKAMAS COMMUNITY COLLEGE                                      ,1,10,11.8
4882,OREGON HEALTH & SCIENCE UNIVERSITY                               ,1,10,0.1
4920,TRIDENT TECHNICAL COLLEGE                                        ,1,4,14.4
4925,HORRY - GEORGETOWN TECHNICAL COLLEGE                             ,1,4,13.2
4926,TRI-COUNTY TECHNICAL COLLEGE                                     ,1,4,9.1
4927,UNIVERSITY OF SOUTH CAROLINA - UNION                             ,1,4,24.4
4951,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON             ,1,6,0.8
4952,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON                  ,1,6,1.1
4972,GALVESTON COLLEGE                                                ,1,6,11.1
4988,CENTRAL VIRGINIA COMMUNITY COLLEGE                               ,1,3,14.2
4996,DABNEY S LANCASTER COMMUNITY COLLEGE                             ,1,3,15.1
4999,BELLINGHAM TECHNICAL COLLEGE                                     ,1,10,8.9
5000,PIERCE COLLEGE                                                   ,1,10,9.5
5001,EDMONDS COLLEGE                                                  ,1,10,10.3
5006,WALLA WALLA COMMUNITY COLLEGE                                    ,1,10,12.2
5015,UNIVERSITY OF WISCONSIN - PARKSIDE                               ,1,5,4.8
5220,SALT LAKE COMMUNITY COLLEGE                                      ,1,8,9.4
5223,NEW RIVER COMMUNITY COLLEGE                                      ,1,3,12
5244,BLUEGRASS COMMUNITY & TECHNICAL COLLEGE                          ,1,4,10.7
5245,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON            ,1,6,6.2
5252,RIDGEWATER COLLEGE                                               ,1,5,8.2
5256,WIREGRASS GEORGIA TECHNICAL COLLEGE                              ,1,4,11.5
5258,HAWAII COMMUNITY COLLEGE                                         ,1,9,20.3
5263,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE                   ,1,5,13
5264,FLINT HILLS TECHNICAL COLLEGE                                    ,1,7,2.3
5265,NORTH CENTRAL KANSAS TECHNICAL COLLEGE                           ,1,7,13.3
5267,NORTHWEST KANSAS TECHNICAL COLLEGE                               ,1,7,6.6
5271,SOUTHCENTRAL KENTUCKY COMMUNITY AND TECHNICAL COLLEGE            ,1,4,11.5
5273,GATEWAY COMMUNITY AND TECHNICAL COLLEGE                          ,1,4,12.7
5276,CENTRAL MAINE COMMUNITY COLLEGE                                  ,1,1,11.7
5277,EASTERN MAINE COMMUNITY COLLEGE                                  ,1,1,10.6
5279,GREATER LOWELL REGIONAL VOCATIONAL TECHNICAL SCHOOL              ,1,1,8.5
5288,KIRKSVILLE AREA TECHNICAL CENTER                                 ,1,7,28.5
5289,WAYNESVILLE CAREER CENTER                                        ,1,7,11.7
5291,WHITE MOUNTAINS COMMUNITY COLLEGE                                ,1,1,11.6
5294,WAUKESHA COUNTY TECHNICAL COLLEGE                                ,1,5,9
5301,NORTHEAST WISCONSIN TECHNICAL COLLEGE                            ,1,5,11.4
5304,CHIPPEWA VALLEY TECHNICAL COLLEGE                                ,1,5,8.1
5306,BATES TECHNICAL COLLEGE                                          ,1,10,12.6
5309,LAKE AREA TECHNICAL COLLEGE                                      ,1,8,8
5313,NORTH CENTRAL STATE COLLEGE                                      ,1,5,9.7
5316,COASTAL CAROLINA COMMUNITY COLLEGE                               ,1,4,10.8
5317,FORSYTH TECHNICAL COMMUNITY COLLEGE                              ,1,4,12.3
5318,CATAWBA VALLEY COMMUNITY COLLEGE                                 ,1,4,14.4
5320,CAPE FEAR COMMUNITY COLLEGE                                      ,1,4,14.2
5330,FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE                      ,1,3,13.7
5335,CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY         ,1,3,10.7
5339,METRO TECHNOLOGY CENTERS SCHOOL DISTRICT #22                     ,1,6,10.6
5363,DENMARK TECHNICAL COLLEGE                                        ,1,4,43.1
5365,YORK COUNTY SCHOOL OF TECHNOLOGY                                 ,1,3,14.7
5372,SOUTH PUGET SOUND COMMUNITY COLLEGE                              ,1,10,13.9
5373,LAKE WASHINGTON INSTITUTE OF TECHNOLOGY                          ,1,10,8.5
5378,NORTHEAST STATE COMMUNITY COLLEGE                                ,1,4,8
5380,MID-STATE TECHNICAL COLLEGE                                      ,1,5,10.4
5384,NICOLET AREA TECHNICAL COLLEGE                                   ,1,5,12.7
5387,NORTHCENTRAL TECHNICAL COLLEGE                                   ,1,5,8.5
5389,GATEWAY TECHNICAL COLLEGE                                        ,1,5,12.6
5390,BLACKHAWK TECHNICAL COLLEGE                                      ,1,5,11.8
5399,MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT                       ,1,2,9
5424,SOUTH CENTRAL CAREER CENTER                                      ,1,7,10.8
5429,ROLLA TECHNICAL INSTITUTE CENTER                                 ,1,7,9.3
5430,POPLAR BLUFF TECHNICAL CAREER CENTER                             ,1,7,11.4
5438,SALINE COUNTY CAREER CENTER                                      ,1,7,11.8
5448,DURHAM TECHNICAL COMMUNITY COLLEGE                               ,1,4,12.5
5461,SALEM COMMUNITY COLLEGE                                          ,1,2,8.3
5467,SOWELA TECHNICAL COMMUNITY COLLEGE                               ,1,6,22.9
5489,CENTRAL LOUISIANA TECHNICAL COMMUNITY COLLEGE                    ,1,6,20.2
5498,WICHITA STATE UNIVERSITY CAMPUS OF APPLIED SCIENCES AND TECHNOLOG,1,7,12.2
5499,SALINA AREA TECHNICAL COLLEGE                                    ,1,7,8.3
5500,MANHATTAN AREA TECHNICAL COLLEGE                                 ,1,7,6.8
5519,DIMAN REGIONAL VOCATIONAL TECHNICAL INSTITUTE                    ,1,1,10.8
5523,BLUE HILLS REGIONAL TECHNICAL SCHOOL                             ,1,1,3.1
5525,SOUTHERN MAINE COMMUNITY COLLEGE                                 ,1,1,9.2
5532,CAPE GIRARDEAU CAREER AND TECHNOLOGY CENTER                      ,1,7,2.5
5533,SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE             ,1,5,12.1
5534,ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE                        ,1,5,8.3
5535,PINE TECHNICAL AND COMMUNITY COLLEGE                             ,1,5,14.3
5537,SOUTH CENTRAL COLLEGE                                            ,1,5,11
5541,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE                  ,1,5,9.4
5544,ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE                       ,1,5,4.7
5599,AUGUSTA TECHNICAL COLLEGE                                        ,1,4,8.4
5601,ALBANY TECHNICAL COLLEGE                                         ,1,4,14.9
5605,PINELLAS TECHNICAL COLLEGE - CLEARWATER CAMPUS                   ,1,4,0
5618,SAVANNAH TECHNICAL COLLEGE                                       ,1,4,11.2
5619,NORTH GEORGIA TECHNICAL COLLEGE                                  ,1,4,13.4
5621,SOUTHERN CRESCENT TECHNICAL COLLEGE                              ,1,4,8.3
5622,GEORGIA PIEDMONT TECHNICAL COLLEGE                               ,1,4,11
5624,COLUMBUS TECHNICAL COLLEGE                                       ,1,4,7.5
5697,NORTHWEST - SHOALS COMMUNITY COLLEGE                             ,1,4,12.9
5707,SOUTHEAST ARKANSAS COLLEGE                                       ,1,6,7.8
5732,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE-TEXARKANA       ,1,6,5
5752,CLOVER PARK TECHNICAL COLLEGE                                    ,1,10,12.7
5753,OWENS COMMUNITY COLLEGE                                          ,1,5,11
5754,ROWAN-CABARRUS COMMUNITY COLLEGE                                 ,1,4,8.7
5757,LAKE SUPERIOR COLLEGE                                            ,1,5,9.6
5759,NORTHWEST TECHNICAL COLLEGE - BEMIDJI                            ,1,5,8.6
5760,NORTHERN MAINE COMMUNITY COLLEGE                                 ,1,1,9.7
5761,L. E. FLETCHER TECHNICAL COMMUNITY COLLEGE                       ,1,6,10.8
5763,CENTRAL GEORGIA TECHNICAL COLLEGE                                ,1,4,13
6165,LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH          ,1,9,2.6
6656,COLLEGE OF DU PAGE                                               ,1,5,9.8
6720,COLLEGE OF ALAMEDA                                               ,1,9,6.6
6725,UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER                    ,1,4,3.1
6750,VALENCIA COLLEGE                                                 ,1,4,8.3
6753,ILLINOIS CENTRAL COLLEGE                                         ,1,5,11.2
6756,NORTHSHORE TECHNICAL COMMUNITY COLLEGE                           ,1,6,21.1
6760,UNIVERSITY OF MAINE - AUGUSTA                                    ,1,1,11
6768,MID MICHIGAN COLLEGE                                             ,1,5,11.8
6775,RAINY RIVER COMMUNITY COLLEGE                                    ,1,5,19
6777,FLATHEAD VALLEY COMMUNITY COLLEGE                                ,1,8,11.2
6782,GENESEE COMMUNITY COLLEGE                                        ,1,2,13.3
6785,SCHENECTADY COUNTY COMMUNITY COLLEGE                             ,1,2,13.3
6787,CLINTON COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES    ,1,2,14.5
6788,TOMPKINS CORTLAND COMMUNITY COLLEGE                              ,1,2,16.6
6789,COLUMBIA - GREENE COMMUNITY COLLEGE - SUNY OFFICE OF CMNTY COLLEG,1,2,10.6
6791,SUNY COLLEGE AT PURCHASE                                         ,1,2,7.2
6799,CRAVEN COMMUNITY COLLEGE                                         ,1,4,0
6804,LAKELAND COMMUNITY COLLEGE                                       ,1,5,10.6
6807,COMMUNITY COLLEGE OF BEAVER COUNTY                               ,1,3,13.3
6810,LEHIGH CARBON COMMUNITY COLLEGE                                  ,1,3,9.6
6811,LUZERNE COUNTY COMMUNITY COLLEGE                                 ,1,3,11.5
6815,ORANGEBURG - CALHOUN TECHNICAL COLLEGE                           ,1,4,14.1
6819,BLUE RIDGE COMMUNITY COLLEGE                                     ,1,3,8.5
6835,DYERSBURG STATE COMMUNITY COLLEGE                                ,1,4,8.5
6836,MOTLOW STATE COMMUNITY COLLEGE                                   ,1,4,4.6
6865,CAMDEN COUNTY COLLEGE                                            ,1,2,11.9
6867,COLUMBUS STATE COMMUNITY COLLEGE                                 ,1,5,10.6
6871,THOMAS NELSON COMMUNITY COLLEGE                                  ,1,3,10.4
6895,UNIVERSITY OF NEBRASKA MEDICAL CENTER                            ,1,7,0.4
6901,ROWAN COLLEGE OF SOUTH JERSEY                                    ,1,2,10
6911,MONTGOMERY COLLEGE                                               ,1,3,8.2
6931,WAUBONSEE COMMUNITY COLLEGE                                      ,1,5,6.7
6938,LINN-BENTON COMMUNITY COLLEGE                                    ,1,10,11
6949,KALAMAZOO VALLEY COMMUNITY COLLEGE                               ,1,5,12.3
6951,UNIVERSITY OF SOUTH CAROLINA UPSTATE                             ,1,4,7.6
6960,MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE                        ,1,4,18.7
6961,JEFFERSON COMMUNITY AND TECHNICAL COLLEGE                        ,1,4,11.3
6962,HAZARD COMMUNITY AND TECHNICAL COLLEGE                           ,1,4,17.1
6973,CANADA COLLEGE                                                   ,1,9,6.3
6977,GREAT BASIN COLLEGE                                              ,1,9,8.7
6982,NAUGATUCK VALLEY COMMUNITY COLLEGE                               ,1,1,6.3
7022,CUNY LEHMAN COLLEGE                                              ,1,2,5.5
7047,LOS ANGELES SOUTHWEST COLLEGE                                    ,1,9,8.7
7096,COLLEGE OF THE MAINLAND                                          ,1,6,10.4
7108,UNIVERSITY OF PUERTO RICO - RIO PIEDRAS CAMPUS                   ,1,2,5.1
7109,SUNY COLLEGE AT OLD WESTBURY                                     ,1,2,3.9
7110,DELAWARE COUNTY COMMUNITY COLLEGE                                ,1,3,9.9
7111,NORTH COUNTRY COMMUNITY COLLEGE                                  ,1,2,15.6
7115,MOORPARK COLLEGE                                                 ,1,9,6.5
7118,PARKLAND COLLEGE                                                 ,1,5,16.5
7119,REND LAKE COLLEGE                                                ,1,5,11.7
7120,DES MOINES AREA COMMUNITY COLLEGE                                ,1,7,11.8
7170,LINCOLN LAND COMMUNITY COLLEGE                                   ,1,5,11.7
7171,KIRTLAND COMMUNITY COLLEGE                                       ,1,5,10.5
7191,NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE                        ,1,3,14.2
7206,UNIVERSITY OF PUERTO RICO - CAYEY                                ,1,2,7.1
7228,UNIVERSITY OF PUERTO RICO - ARECIBO                              ,1,2,5.5
7265,CARL SANDBURG COLLEGE                                            ,1,5,9
7266,PIMA COUNTY COMMUNITY COLLEGE                                    ,1,9,14
7273,CUNY BERNARD M. BARUCH COLLEGE                                   ,1,2,2.2
7275,EASTERN GATEWAY COMMUNITY COLLEGE                                ,1,5,8.7
7283,CENTRAL ARIZONA COLLEGE                                          ,1,9,12.2
7287,BRAZOSPORT COLLEGE                                               ,1,6,11.1
7289,CENTRAL WYOMING COLLEGE                                          ,1,8,5.7
7316,WESTERN IOWA TECH COMMUNITY COLLEGE                              ,1,7,7.6
7350,ANOKA TECHNICAL COLLEGE                                          ,1,5,6.5
7473,CHOFFIN CAREER & TECHNICAL CENTER                                ,1,5,14.2
7529,CHESTER COUNTY INTERMEDIATE UNIT PRACTICAL NURSING PROGRAM       ,1,3,7.5
7532,FINGER LAKES COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE,1,2,10.4
