OPEID,Name,SchoolType,R,Drate
5306,BATES TECHNICAL COLLEGE                                          ,Public,Seattle,12.6
5372,SOUTH PUGET SOUND COMMUNITY COLLEGE                              ,Public,Seattle,13.9
5373,LAKE WASHINGTON INSTITUTE OF TECHNOLOGY                          ,Public,Seattle,8.5
5752,CLOVER PARK TECHNICAL COLLEGE                                    ,Public,Seattle,12.7
6938,LINN-BENTON COMMUNITY COLLEGE                                    ,Public,Seattle,11
8155,EVERGREEN STATE COLLEGE (THE)                                    ,Public,Seattle,6.5
9544,SPOKANE FALLS COMMUNITY COLLEGE                                  ,Public,Seattle,10.2
9704,NORTH SEATTLE COLLEGE                                            ,Public,Seattle,5.3
9706,SOUTH SEATTLE COLLEGE                                            ,Public,Seattle,5.7
10182,ROGUE COMMUNITY COLLEGE                                          ,Public,Seattle,11.3
10364,WHATCOM COMMUNITY COLLEGE                                        ,Public,Seattle,11.2
10434,RENTON TECHNICAL COLLEGE                                         ,Public,Seattle,10.4
11133,COLLEGE OF EASTERN IDAHO                                         ,Public,Seattle,9.3
11462,UNIVERSITY OF ALASKA ANCHORAGE                                   ,Public,Seattle,3.4
31603,ALASKA VOCATIONAL TECHNICAL CENTER                               ,Public,Seattle,9.8
34283,KLAMATH COMMUNITY COLLEGE                                        ,Public,Seattle,15.8
34835,CASCADIA COLLEGE                                                 ,Public,Seattle,6.1
41519,COLUMBIA GORGE COMMUNITY COLLEGE                                 ,Public,Seattle,8.1
41949,TILLAMOOK BAY COMMUNITY COLLEGE                                  ,Public,Seattle,11.3
42118,COLLEGE OF WESTERN IDAHO                                         ,Public,Seattle,10
42837,OREGON COAST COMMUNITY COLLEGE                                   ,Public,Seattle,12.5
1061,ALASKA PACIFIC UNIVERSITY                                        ,Private,Seattle,5.9
1339,CORBAN UNIVERSITY                                                ,Private,Seattle,3
1617,COLLEGE OF IDAHO (THE)                                           ,Private,Seattle,3.7
1624,NORTHWEST NAZARENE UNIVERSITY                                    ,Private,Seattle,2.1
1625,BRIGHAM YOUNG UNIVERSITY - IDAHO                                 ,Private,Seattle,3.1
3194,GEORGE FOX UNIVERSITY                                            ,Private,Seattle,1.6
3197,LEWIS & CLARK COLLEGE                                            ,Private,Seattle,1.3
3198,LINFIELD UNIVERSITY                                              ,Private,Seattle,2.1
3203,MOUNT ANGEL SEMINARY                                             ,Private,Seattle,0
3206,MULTNOMAH UNIVERSITY                                             ,Private,Seattle,3.2
3207,PACIFIC NORTHWEST COLLEGE OF ART                                 ,Private,Seattle,5.8
3208,BUSHNELL UNIVERSITY                                              ,Private,Seattle,4.5
3212,PACIFIC UNIVERSITY                                               ,Private,Seattle,1.7
3217,REED COLLEGE                                                     ,Private,Seattle,2.1
3224,UNIVERSITY OF PORTLAND                                           ,Private,Seattle,0.6
3225,WARNER PACIFIC UNIVERSITY                                        ,Private,Seattle,5.8
3227,WILLAMETTE UNIVERSITY                                            ,Private,Seattle,0.8
3777,HERITAGE UNIVERSITY                                              ,Private,Seattle,5
3778,GONZAGA UNIVERSITY                                               ,Private,Seattle,1
3783,NORTHWEST UNIVERSITY                                             ,Private,Seattle,5.3
3785,PACIFIC LUTHERAN UNIVERSITY                                      ,Private,Seattle,2.7
3788,SEATTLE PACIFIC UNIVERSITY                                       ,Private,Seattle,2
3790,SEATTLE UNIVERSITY                                               ,Private,Seattle,1.1
3794,SAINT MARTIN'S UNIVERSITY                                        ,Private,Seattle,2.6
3797,UNIVERSITY OF PUGET SOUND                                        ,Private,Seattle,2.1
3799,WALLA WALLA UNIVERSITY                                           ,Private,Seattle,2.9
3803,WHITMAN COLLEGE                                                  ,Private,Seattle,1.4
3804,WHITWORTH UNIVERSITY                                             ,Private,Seattle,1.4
7178,WESTERN SEMINARY                                                 ,Private,Seattle,0
8843,ALASKA BIBLE COLLEGE                                             ,Private,Seattle,0
9387,PERRY TECHNICAL INSTITUTE                                        ,Private,Seattle,5.8
12309,UNIVERSITY OF WESTERN STATES                                     ,Private,Seattle,0.8
12315,CORNISH COLLEGE OF THE ARTS                                      ,Private,Seattle,0.9
13022,CITY UNIVERSITY OF SEATTLE                                       ,Private,Seattle,4.4
21597,NEW HOPE CHRISTIAN COLLEGE                                       ,Private,Seattle,10.8
22345,BOISE BIBLE COLLEGE                                              ,Private,Seattle,14.6
22425,BASTYR UNIVERSITY                                                ,Private,Seattle,1.6
25340,NATIONAL UNIVERSITY OF NATURAL MEDICINE                          ,Private,Seattle,1.7
26037,OREGON COLLEGE OF ORIENTAL MEDICINE                              ,Private,Seattle,0
32833,NORTHWEST HVAC/R ASSOCIATION & TRAINING                          ,Private,Seattle,5.4
34664,SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOGY (THE)                  ,Private,Seattle,3.8
36683,BIRTHINGWAY COLLEGE OF MIDWIFERY                                 ,Private,Seattle,4.1
36894,FAITH INTERNATIONAL UNIVERSITY                                   ,Private,Seattle,2.9
41305,PACIFIC NORTHWEST UNIVERSITY OF HEALTH SCIENCES                  ,Private,Seattle,1
41386,ALASKA CHRISTIAN COLLEGE                                         ,Private,Seattle,15.1
41465,PORTLAND ACTORS CONSERVATORY                                     ,Private,Seattle,18.7
41550,NORTHWEST SCHOOL OF WOODEN BOAT BUILDING                         ,Private,Seattle,8.4
42236,ACADEMY OF INTERACTIVE ENTERTAINMENT                             ,Private,Seattle,0
8887,CONCORDE CAREER COLLEGE                                          ,Proprietary,Seattle,9.3
9739,GLEN DOW ACADEMY OF HAIR DESIGN & SALONS                         ,Proprietary,Seattle,8.3
9873,AVEDA INSTITUTE TWIN FALLS                                       ,Proprietary,Seattle,20
10122,PHAGANS' MEDFORD BEAUTY SCHOOL                                   ,Proprietary,Seattle,3.2
11481,DIVERS INSTITUTE OF TECHNOLOGY                                   ,Proprietary,Seattle,14
12347,PHAGANS' CENTRAL OREGON BEAUTY COLLEGE                           ,Proprietary,Seattle,3.7
12348,PHAGANS' BEAUTY COLLEGE                                          ,Proprietary,Seattle,2.7
12350,PHAGANS' SCHOOL OF HAIR DESIGN                                   ,Proprietary,Seattle,7.6
12351,PHAGANS' SCHOOL OF BEAUTY                                        ,Proprietary,Seattle,8.3
12496,EVERGREEN BEAUTY AND BARBER COLLEGE                              ,Proprietary,Seattle,3.4
12932,TINT SCHOOL OF MAKEUP & COSMETOLOGY                              ,Proprietary,Seattle,5.9
13008,SUMMIT SALON ACADEMY - PORTLAND                                  ,Proprietary,Seattle,18.1
21010,NORTHWEST COLLEGE SCHOOL OF BEAUTY                               ,Proprietary,Seattle,5.7
21049,SUMNER COLLEGE                                                   ,Proprietary,Seattle,5.6
21061,COLLEGE OF COSMETOLOGY                                           ,Proprietary,Seattle,9.6
21544,BEAU MONDE ACADEMY OF BARBERING AND COSMETOLOGY                  ,Proprietary,Seattle,10
21842,PAROBA COLLEGE OF COSMETOLOGY                                    ,Proprietary,Seattle,3.5
22022,STYLEMASTERS COLLEGE OF HAIR DESIGN                              ,Proprietary,Seattle,9.8
22033,GENE JUAREZ BEAUTY SCHOOLS                                       ,Proprietary,Seattle,7.6
22180,CARRINGTON COLLEGE                                               ,Proprietary,Seattle,4.6
22229,INTERNATIONAL AIR & HOSPITALITY ACADEMY                          ,Proprietary,Seattle,14
22758,MR. LEON'S SCHOOL OF HAIR DESIGN                                 ,Proprietary,Seattle,12.5
23140,ELEVATE SALON INSTITUTE                                          ,Proprietary,Seattle,25
23379,COLLEGE OF HAIR DESIGN CAREERS                                   ,Proprietary,Seattle,5.5
23492,HEADMASTERS SCHOOL OF HAIR DESIGN                                ,Proprietary,Seattle,8
25410,ALASKA CAREER COLLEGE                                            ,Proprietary,Seattle,7.1
25419,BJ'S BEAUTY & BARBER COLLEGE                                     ,Proprietary,Seattle,12.1
25595,SALON PROFESSIONAL ACADEMY (THE)                                 ,Proprietary,Seattle,2
25769,CHARTER COLLEGE                                                  ,Proprietary,Seattle,9.1
26021,NORTHWEST COLLEGE OF ART & DESIGN                                ,Proprietary,Seattle,7.9
26071,PAUL MITCHELL THE SCHOOL BOISE                                   ,Proprietary,Seattle,4.3
30425,CARRINGTON COLLEGE                                               ,Proprietary,Seattle,11.3
30650,PAUL MITCHELL THE SCHOOL RICHLAND                                ,Proprietary,Seattle,10.1
30745,EAST WEST COLLEGE OF THE HEALING ARTS                            ,Proprietary,Seattle,3.2
31853,PHAGANS' GRANTS PASS COLLEGE OF BEAUTY                           ,Proprietary,Seattle,4.2
32803,SEATTLE INSTITUTE OF EAST ASIAN MEDICINE                         ,Proprietary,Seattle,0
36423,INSTITUTE OF TECHNOLOGY                                          ,Proprietary,Seattle,8.5
37243,DIGIPEN INSTITUTE OF TECHNOLOGY                                  ,Proprietary,Seattle,2.3
38324,COSMETOLOGY SCHOOL OF ARTS AND SCIENCES                          ,Proprietary,Seattle,27.7
39173,EVERGREEN BEAUTY AND BARBER COLLEGE                              ,Proprietary,Seattle,2.1
41272,VICTORIA'S ACADEMY OF COSMETOLOGY                                ,Proprietary,Seattle,5.4
41343,EVANS HAIRSTYLING COLLEGE                                        ,Proprietary,Seattle,5.3
41445,PAUL MITCHELL THE SCHOOL REXBURG                                 ,Proprietary,Seattle,2.6
41494,GARY MANUEL AVEDA INSTITUTE                                      ,Proprietary,Seattle,8.2
41506,URBAN 113 SCHOOL OF COSMETOLOGY                                  ,Proprietary,Seattle,11.7
41552,OLIVER FINLEY ACADEMY OF COSMETOLOGY                             ,Proprietary,Seattle,12.5
41674,SAGE SCHOOL OF MASSAGE & ESTHETICS                               ,Proprietary,Seattle,4
41686,COLLEGE OF MASSAGE THERAPY                                       ,Proprietary,Seattle,11.7
41701,SUMMIT SALON ACADEMY                                             ,Proprietary,Seattle,8.5
41714,AVEDA INSTITUTE PORTLAND                                         ,Proprietary,Seattle,15.8
41767,AVEDA INSTITUTE BOISE                                            ,Proprietary,Seattle,0
41919,PAUL MITCHELL THE SCHOOL SPOKANE                                 ,Proprietary,Seattle,10
41944,AMERICAN COLLEGE OF HEALTHCARE SCIENCES                          ,Proprietary,Seattle,4.4
42032,BOISE BARBER COLLEGE A D.MARTIN ACADEMY                          ,Proprietary,Seattle,2.6
42035,AUSTIN KADE ACADEMY                                              ,Proprietary,Seattle,20.3
42072,ACADEMY DI FIRENZE                                               ,Proprietary,Seattle,14.2
42310,STUDIO BEAUTY SCHOOL                                             ,Proprietary,Seattle,12.5
42504,FOSBRE ACADEMY OF HAIR DESIGN                                    ,Proprietary,Seattle,14.8
42580,SEATTLE FILM INSTITUTE                                           ,Proprietary,Seattle,11.4
